version,spearman_to_reference,clean_loss,fgsm_loss,pgd_loss
expanded_v3,0.10035002895923044,0.01622362993657589,0.07544519752264023,0.10530548542737961
expanded_v6,0.7513031653697968,0.014311174862086773,0.10467354953289032,0.2816591262817383
