metric,value,comparison,attacker,seed
spearman,0.9680806712223652,partial_fgsm_vs_partial_clean,FGSM,4
spearman,0.9789769909550008,partial_fgsm_vs_partial_clean,FGSM,4
spearman,0.980282837718899,partial_fgsm_vs_partial_clean,FGSM,4
spearman,0.9724360338417402,partial_fgsm_vs_partial_clean,FGSM,4
spearman,0.9670487553863464,partial_fgsm_vs_partial_clean,FGSM,4
spearman,0.9729571980819948,partial_fgsm_vs_partial_clean,FGSM,4
spearman,0.9747078255649316,partial_fgsm_vs_partial_clean,FGSM,4
spearman,0.9743749116504576,partial_fgsm_vs_partial_clean,FGSM,4
spearman,0.9773150245916672,partial_fgsm_vs_partial_clean,FGSM,4
spearman,0.9738066991687078,partial_fgsm_vs_partial_clean,FGSM,4
spearman,0.9800930185264246,partial_fgsm_vs_partial_clean,FGSM,4
spearman,0.9794797961798066,partial_fgsm_vs_partial_clean,FGSM,4
spearman,0.9725328409041256,partial_fgsm_vs_partial_clean,FGSM,4
spearman,0.9688670631325372,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9682686095741124,partial_pgd_vs_partial_clean,PGD,4
spearman,0.960183294526017,partial_pgd_vs_partial_clean,PGD,4
spearman,0.97228788541001,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9566368974632444,partial_pgd_vs_partial_clean,PGD,4
spearman,0.979461349007162,partial_pgd_vs_partial_clean,PGD,4
spearman,0.973134719701366,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9740441134492092,partial_pgd_vs_partial_clean,PGD,4
spearman,0.970438937882539,partial_pgd_vs_partial_clean,PGD,4
spearman,0.971762639917392,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9770570421285106,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9816222169128996,partial_pgd_vs_partial_clean,PGD,4
spearman,0.977246788747704,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9764020605097724,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9826345956939968,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9750073258628088,partial_pgd_vs_partial_clean,PGD,4
spearman,0.973706252025066,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9740999211203896,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9726051947595948,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9745897855872186,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9750630710604388,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9773645845245974,partial_pgd_vs_partial_clean,PGD,4
spearman,0.97293196985482,partial_pgd_vs_partial_clean,PGD,4
spearman,0.972639260095049,partial_pgd_vs_partial_clean,PGD,4
spearman,0.970744300958636,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9604410811381374,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9700806943747652,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9725658643082526,partial_pgd_vs_partial_clean,PGD,4
spearman,0.973428012219504,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9708219250362158,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9757997721986236,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9730153744049856,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9765414830673222,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9690466024021408,partial_pgd_vs_partial_clean,PGD,4
spearman,0.976259563254706,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9821775269286752,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9779037670655272,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9730389309009568,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9712095791509078,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9748912466477878,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9741296998367344,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9750254891931376,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9745103248176707,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9724595384172846,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9777358826333736,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9730108169786196,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9720486427641092,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9734580936869582,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9726942580769484,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9724091999231036,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9706680420077952,partial_pgd_vs_partial_clean,PGD,4
spearman,0.974669554435568,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9670592617780702,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9607267672938298,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9688213991437252,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9764250462752028,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9679381469487088,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9700731402036152,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9147461362003028,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9660220265522927,partial_pgd_vs_partial_clean,PGD,4
spearman,0.946547015504731,partial_pgd_vs_partial_clean,PGD,4
spearman,0.97167467485137,partial_pgd_vs_partial_clean,PGD,4
spearman,0.966672703811592,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9730055772531272,partial_pgd_vs_partial_clean,PGD,4
spearman,0.966832145054038,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9490617516341318,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9499631703880632,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9528130151857488,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9735102773990616,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9674257155724793,partial_pgd_vs_partial_clean,PGD,4
spearman,0.967722307259804,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9639894480700136,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9699267457065024,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9646329612144176,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9748131702624048,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9745701753919476,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9712163079667532,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9631890863803252,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9490744099334364,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9563463184977584,partial_pgd_vs_partial_clean,PGD,4
spearman,0.969350250121177,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9704519978608326,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9662270715313054,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9466817370942,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9628770542361864,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9678311271107012,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9691953029846414,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9657320256570798,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9581524789697364,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9632951422843504,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9665244086044508,partial_pgd_vs_partial_clean,PGD,4
spearman,0.96665753252582,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9542658614160984,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9622916077956536,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9580130180788484,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9730568755408676,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9685056971581454,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9722907370446529,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9703438546391644,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9721722551684244,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9712637305761423,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9749619994526872,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9768615098110996,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9692289899306858,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9717269474401364,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9645419877213828,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9697836418325754,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9606332393914864,partial_pgd_vs_partial_clean,PGD,4
spearman,0.965064153519076,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9728397143515328,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9685354912025556,partial_pgd_vs_partial_clean,PGD,4
spearman,0.973195986924294,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9488679322446574,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9647931725978648,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9699231979320838,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9737937288969792,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9613270367355458,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9630516499211864,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9658090053008432,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9726388328928768,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9711044127301632,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9630108279769044,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9691637929860424,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9604092701912464,partial_pgd_vs_partial_clean,PGD,4
spearman,0.970158628015848,partial_pgd_vs_partial_clean,PGD,4
spearman,0.97150132024979,partial_pgd_vs_partial_clean,PGD,4
spearman,0.968101836186052,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9731431264458528,partial_pgd_vs_partial_clean,PGD,4
spearman,0.968884700422904,partial_pgd_vs_partial_clean,PGD,4
spearman,0.968767900352834,partial_pgd_vs_partial_clean,PGD,4
spearman,0.960882889168615,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9646795732736916,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9740799619271164,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9699622989659292,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9710518983883968,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9662096671255666,partial_pgd_vs_partial_clean,PGD,4
spearman,0.964006891542114,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9735700375825654,partial_pgd_vs_partial_clean,PGD,4
spearman,0.976207139713085,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9744325690720832,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9654356399590204,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9702218724118524,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9626334268501202,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9630697896731863,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9713893254046124,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9702912098211188,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9703494115125584,partial_pgd_vs_partial_clean,PGD,4
spearman,0.955524741747748,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9734157113326084,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9730860510515658,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9668766278286886,partial_pgd_vs_partial_clean,PGD,4
spearman,0.963959847104628,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9659391387382226,partial_pgd_vs_partial_clean,PGD,4
spearman,0.974688470727874,partial_pgd_vs_partial_clean,PGD,4
spearman,0.972796099440286,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9708461039948478,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9610860659908308,partial_pgd_vs_partial_clean,PGD,4
spearman,0.96877678948103,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9760605360509164,partial_pgd_vs_partial_clean,PGD,4
spearman,0.972815358712516,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9647221261233524,partial_pgd_vs_partial_clean,PGD,4
spearman,0.958067864549775,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9740850322661996,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9745679518364454,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9600876100029304,partial_pgd_vs_partial_clean,PGD,4
spearman,0.949956891592881,partial_pgd_vs_partial_clean,PGD,4
spearman,0.96757594879571,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9715612696180312,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9710048782331404,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9715709893214438,partial_pgd_vs_partial_clean,PGD,4
spearman,0.973699546646912,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9761381709036528,partial_pgd_vs_partial_clean,PGD,4
spearman,0.971187856037535,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9722308760022728,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9781965011100198,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9732327992487426,partial_pgd_vs_partial_clean,PGD,4
spearman,0.974190626137816,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9763888709603415,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9755822485111348,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9721337649026582,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9725942472079012,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9715202492759852,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9664859218609928,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9650730087975308,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9758440288504446,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9744554370350688,partial_pgd_vs_partial_clean,PGD,4
spearman,0.975240735606387,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9642742109747644,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9758287780574808,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9762019057820684,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9675157621067766,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9643810420904876,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9713464569549584,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9716659639833536,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9713374923236516,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9744192863246084,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9711878073863492,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9762914444526242,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9757205023455277,partial_pgd_vs_partial_clean,PGD,4
spearman,0.9674261984442224,partial_pgd_vs_partial_clean,PGD,4
rank_shift_abs_mean,119.84301654482492,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,131.015,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,142.08653846153845,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,120.82423076923077,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,142.54576923076922,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,109.79846153846154,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,110.58823529411764,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,114.239138792772,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,125.29834678969628,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,120.74980784012298,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,106.6664104534973,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,83.50691775557263,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,105.16141429669484,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,96.27478862413528,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,87.02151363810988,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,105.8048780487805,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,125.82792394853082,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,116.19466308312536,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,120.4803225187176,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,113.32923785755423,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,116.54789786907276,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,121.867920906124,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,101.08696486849684,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,104.71376463812632,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,106.31560760222692,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,124.05951238241504,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,109.9255135342676,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,115.35573046650028,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,121.4620848531388,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,126.311768093684,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,117.1257439047802,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,114.46266077942025,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,109.40948358610098,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,123.64330965636398,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,111.95200614321368,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,93.14247311827955,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,108.0744864657324,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,120.8631740548839,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,121.52638649011706,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,114.37420840529649,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,107.62771061216657,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,119.69833045480712,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,112.61730289660464,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,121.96163437559946,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,102.53328217916749,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,113.78323422213695,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,125.96470362555152,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,120.79478327579594,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,108.99060402684565,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,109.26342024539878,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,99.12478435882691,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,106.5730164814105,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,126.54493197930638,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,135.82372101935238,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,132.455938697318,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,108.8760773798123,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,124.98142118368128,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,131.2016855008619,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,209.30792799693603,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,132.43478260869566,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,160.87224669603523,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,117.32439678284182,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,113.79092475588742,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,108.78307486119088,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,133.33058958652373,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,159.84839203675344,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,175.79215311004785,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,160.11289705319555,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,116.66347809450929,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,113.31279892863976,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,129.42184809642242,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,129.07365601683566,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,117.33269561890184,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,131.77395295467585,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,112.94302103250476,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,112.7453154875717,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,125.73499043977056,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,148.26462715105163,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,170.41759082217973,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,158.20535372848948,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,139.48413001912047,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,128.8416826003824,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,121.74646271510515,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,145.54119671190978,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,129.33894092907667,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,114.32651500669088,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,120.9468755971718,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,145.06284622731613,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,135.35434574976122,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,131.54383954154727,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,107.6862820022927,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,119.09247229652271,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,146.62820022927016,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,141.15857852502864,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,150.17921283912878,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,109.46399235912128,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,117.82922636103152,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,130.48099331423114,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,132.80764087870105,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,119.40653045636816,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,116.25167080389537,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,115.79071987779264,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,107.26212294768996,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,122.01087993891964,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,111.12442748091604,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,107.99580152671756,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,120.3026717557252,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,150.66450381679388,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,129.79274809160304,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,116.71870229007634,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,127.92750858450972,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,123.80999618466234,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,162.24761541396413,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,155.57115604731018,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,134.14037764638564,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,116.72109881724532,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,132.32506676840902,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,137.41690517076893,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,128.07937416523563,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,119.62030146918526,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,121.78435114503816,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,122.1107081504104,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,135.7259541984733,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,125.962213740458,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,120.13050944476244,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,114.16965648854962,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,128.05076335877862,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,118.25844626837184,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,128.03359419736591,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,132.00534453139912,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,138.95857988165682,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,134.32194004200878,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,116.26962001145694,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,124.51612903225806,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,116.30272952853598,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,139.33880511548006,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,136.0404657377362,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,116.34586753197176,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,110.61374045801529,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,109.17496660942568,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,120.57355466514024,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,132.86433886662851,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,151.00896775424536,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,118.8164822586799,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,121.6260969095765,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,126.96605644546148,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,115.9279176201373,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,138.05757864632983,partial_fgsm_vs_partial_clean,FGSM,0
rank_shift_abs_mean,116.40312738367658,partial_fgsm_vs_partial_clean,FGSM,0
