samples,clean_loss,pgd_loss,pgd_delta,pgd_ratio,objective_clean,objective_pgd,objective_margin,ret_penalty_pgd,candle_penalty_pgd,vol_penalty_pgd,mean_abs_ret_shift_pgd,mean_abs_body_shift_pgd,mean_abs_range_shift_pgd,mean_abs_dlogvol_shift_pgd,physical_constraints_satisfied_pgd,strict_attack_success_pgd,pgd_usage_price_mean,pgd_usage_volume_mean
16,0.0338435098528862,0.10394775867462158,0.07010424882173538,3.0714237124479817,0.0338435098528862,0.03993237763643265,0.006088867783546448,0.06690289825201035,0.026232652366161346,0.0,0.003750850912183523,0.002774871187284589,0.002756390254944563,0.020723100751638412,True,True,0.24263735115528107,0.8794921636581421
32,0.025373362004756927,0.0988481193780899,0.07347475737333298,3.8957438655373355,0.025373362004756927,0.03786225616931915,0.012488894164562225,0.0631965696811676,0.026071522384881973,0.0,0.003764882916584611,0.002812993945553899,0.00271235522814095,0.02004251815378666,True,True,0.24531693756580353,0.8807617425918579
62,0.01981448568403721,0.08002781122922897,0.060213325545191765,4.03885382166141,0.01981448568403721,0.02754291519522667,0.007728429511189461,0.052664995193481445,0.02588224783539772,0.0,0.003691541263833642,0.002683712635189295,0.0027593276463449,0.019586432725191116,True,True,0.2442036271095276,0.8686996102333069
