datetime,instrument,label,reference_score,clean_pred,fgsm_pred,pgd_pred,clean_abs_error,fgsm_abs_error,pgd_abs_error,fgsm_abs_shift,pgd_abs_shift
2025-01-02 00:00:00,SH601949,0.013452887535095215,0.04795394837856293,0.05496220290660858,0.16601459681987762,0.197210431098938,0.04150931537151337,0.1525617092847824,0.18375754356384277,0.11105239391326904,0.1422482281923294
2025-01-06 00:00:00,SZ300523,-0.0210760235786438,0.05893513560295105,0.05999712646007538,0.1532657891511917,0.16918808221817017,0.08107315003871918,0.1743418127298355,0.19026410579681396,0.09326866269111633,0.10919095575809479
2025-01-14 00:00:00,SH600814,0.026134848594665527,0.00021891295909881592,-0.006965719163417816,-0.2545505166053772,-0.2632727026939392,0.033100567758083344,0.2806853652000427,0.28940755128860474,0.24758478999137878,0.2563069760799408
2025-01-20 00:00:00,SZ001296,-0.02776235342025757,0.022119566798210144,0.015944719314575195,0.18643619120121002,0.19550439715385437,0.043707072734832764,0.2141985446214676,0.22326675057411194,0.17049147188663483,0.17955967783927917
2025-01-20 00:00:00,SZ002787,0.012880563735961914,-0.08624672889709473,-0.08645990490913391,-0.20289014279842377,-0.21911592781543732,0.09934046864509583,0.21577070653438568,0.23199649155139923,0.11643023788928986,0.1326560229063034
2025-01-22 00:00:00,SZ300731,0.004366874694824219,-0.15802352130413055,-0.17103217542171478,-0.25688600540161133,-0.2685573697090149,0.175399050116539,0.26125288009643555,0.2729242444038391,0.08585382997989655,0.09752519428730011
2025-01-24 00:00:00,SH601717,-0.0364188551902771,0.0732298344373703,0.06620501726865768,0.20864982903003693,0.24727775156497955,0.10262387245893478,0.24506868422031403,0.28369659185409546,0.14244481921195984,0.18107274174690247
2025-02-05 00:00:00,SH688155,0.006947994232177734,0.029377222061157227,0.03644832968711853,0.19157174229621887,0.19239087402820587,0.029500335454940796,0.18462374806404114,0.18544287979602814,0.15512341260910034,0.15594254434108734
2025-02-05 00:00:00,SZ300358,0.01610541343688965,0.10741487890481949,0.10076549649238586,0.2705286741256714,0.2876850962638855,0.08466008305549622,0.25442326068878174,0.27157968282699585,0.16976317763328552,0.18691959977149963
2025-02-06 00:00:00,SH600501,0.042920708656311035,-0.0529734343290329,-0.0594741553068161,-0.21794702112674713,-0.2382396012544632,0.10239486396312714,0.260867714881897,0.28116029500961304,0.15847286581993103,0.1787654459476471
