unit,split,batch_idx,factor_name,factor_grad_mean_abs
full_e2e,train,2,ROC10,7.83295399742201e-05
full_e2e,train,2,ROC20,0.00017340817430522293
full_e2e,train,2,ROC30,6.954619311727583e-05
full_e2e,train,2,ROC60,0.00017330408445559442
full_e2e,train,2,MA5,0.00012150003021815792
full_e2e,train,2,MA10,2.2159774744068272e-05
full_e2e,train,2,MA20,8.57257327879779e-05
full_e2e,train,2,MA30,0.00015356141375377774
full_e2e,train,2,MA60,0.00015518255531787872
full_e2e,train,2,STD5,2.0606299585779198e-05
full_e2e,train,2,STD10,4.020611959276721e-05
full_e2e,train,2,STD20,0.00013713460066355765
full_e2e,train,2,STD30,5.3605512221110985e-05
full_e2e,train,2,STD60,9.227383998222649e-05
full_e2e,train,2,BETA5,6.781887350371107e-05
full_e2e,train,2,BETA10,4.617955710273236e-05
full_e2e,train,2,BETA20,4.038601036882028e-05
full_e2e,train,2,BETA30,0.00015825247101020068
full_e2e,train,2,BETA60,0.00010405304055893794
full_e2e,train,2,RSQR5,0.00015247156261466444
full_e2e,train,2,RSQR10,0.00013139510701876134
full_e2e,train,2,RSQR20,0.0001354573032585904
full_e2e,train,2,RSQR30,8.564738891436718e-06
full_e2e,train,2,RSQR60,0.00013537201448343694
full_e2e,train,2,RESI5,0.00010571222810540348
full_e2e,train,2,RESI10,0.00011189984070369974
full_e2e,train,2,RESI20,6.562699854839593e-05
full_e2e,train,2,RESI30,0.00011443618132034317
full_e2e,train,2,RESI60,4.189666924503399e-06
full_e2e,train,2,MAX5,8.078551218204666e-06
full_e2e,train,2,MAX10,0.00012379017425701022
full_e2e,train,2,MAX20,0.00014516309602186084
full_e2e,train,2,MAX30,0.00013183437113184482
full_e2e,train,2,MAX60,0.000111507331894245
full_e2e,train,2,MIN5,0.00013441170449368656
full_e2e,train,2,MIN10,6.902985478518531e-05
full_e2e,train,2,MIN20,0.00016197931836359203
full_e2e,train,2,MIN30,6.944131018826738e-05
full_e2e,train,2,MIN60,2.431662505841814e-05
full_e2e,train,2,QTLU5,1.4295130768005038e-06
full_e2e,train,2,QTLU10,3.796177406911738e-05
full_e2e,train,2,QTLU20,2.4093929823720828e-05
full_e2e,train,2,QTLU30,4.385016654850915e-05
full_e2e,train,2,QTLU60,1.3493212236426189e-06
full_e2e,train,2,QTLD5,2.4502329324604943e-05
full_e2e,train,2,QTLD10,0.00015021076251287013
full_e2e,train,2,QTLD20,0.00010065156675409526
full_e2e,train,2,QTLD30,0.00015506685303989798
full_e2e,train,2,QTLD60,0.00015584535140078515
full_e2e,train,2,RANK5,1.3789302101940848e-05
full_e2e,train,2,RANK10,0.0001899684575619176
full_e2e,train,2,RANK20,6.937015859875828e-05
full_e2e,train,2,RANK30,5.437094387161778e-06
full_e2e,train,2,RANK60,0.00016641941328998655
full_e2e,train,2,RSV5,9.512988617643714e-05
full_e2e,train,2,RSV10,0.0001367828226648271
full_e2e,train,2,RSV20,5.45118709851522e-05
full_e2e,train,2,RSV30,6.443087477236986e-05
full_e2e,train,2,RSV60,2.8437958462745883e-05
full_e2e,train,2,IMAX5,2.100533492921386e-06
full_e2e,train,2,IMAX10,0.0001583919074619189
full_e2e,train,2,IMAX20,2.3973421775735915e-05
