unit,split,batch_idx,column,grad_mean_abs,grad_mean_abs_scaled,relative_raw_score,relative_scaled_score
full_e2e,train,7,open,47146.30078125,1162767.9622616842,1.0,1.0
full_e2e,train,7,high,37100.2734375,938304.3028311431,0.7869180152571952,0.806957478434528
full_e2e,train,7,low,51140.66796875,1237580.5984348655,1.0847228122102965,1.0643401251163338
full_e2e,train,7,close,61186.6015625,1513602.9259497672,1.2978028084619908,1.3017239682160477
full_e2e,train,7,volume,5.6184203123255116e-11,0.0016882022596608204,1.1916990769634142e-15,1.4518823311721807e-09
full_e2e,train,8,open,20934.45703125,384630.47906537354,1.0,1.0
full_e2e,train,8,high,16473.69921875,309499.94456736,0.7869179121368572,0.8046682762099984
full_e2e,train,8,low,22708.0859375,410726.4320189506,1.0847229476074973,1.0678468149923752
full_e2e,train,8,close,27168.80078125,501108.3121726364,1.2978029829335271,1.3028304813240392
full_e2e,train,8,volume,6.043189559878925e-11,0.001974714439457792,2.8867190349660986e-15,5.13405605363417e-09
full_e2e,train,9,open,0.00013628648594021797,0.0024634204485742828,1.4095694429456553,1.1594256561828475
full_e2e,train,9,high,8.41650107759051e-05,0.0015510783397636452,0.8704929658759232,0.7300256125227329
full_e2e,train,9,low,9.668660641182214e-05,0.001715173903019146,1.0,0.8072583099351113
full_e2e,train,9,close,0.0010533714666962624,0.0190379842987074,10.894698922512433,8.960357315659417
full_e2e,train,9,volume,6.044766076573893e-11,0.0021246903028561137,6.251916683089606e-07,1.0
full_e2e,train,10,open,10389.2802734375,237234.23172141425,1.0,1.0
full_e2e,train,10,high,8175.51416015625,190982.35480455123,0.7869182412047123,0.8050370868434497
full_e2e,train,10,low,11269.4912109375,253170.26100027747,1.084722994695836,1.0671742402571016
full_e2e,train,10,close,13483.240234375,308876.0602722801,1.2978031085413968,1.301987736048967
full_e2e,train,10,volume,6.210781888782435e-11,0.0013405120587661745,5.9780675131670834e-15,5.650584441541922e-09
full_e2e,train,11,open,18105.541015625,399415.1318510659,1.0,1.0
full_e2e,train,11,high,14247.578125,324612.8580880165,0.7869181104670887,0.812720481028391
full_e2e,train,11,low,19639.49609375,422217.28809513897,1.0847229628101809,1.0570888642560883
full_e2e,train,11,close,23497.42578125,519256.5474183038,1.297803018477704,1.3000422518091388
full_e2e,train,11,volume,4.183112883859863e-11,0.0017638215948446168,2.3104047983155297e-15,4.4160109474828594e-09
