datetime,instrument,label,clean_pred,fgsm_pred,pgd_pred,fgsm_abs_shift,pgd_abs_shift
2025-01-14 00:00:00,SH600793,-0.014077842235565186,0.0022758543491363525,0.2177826166152954,0.2664770185947418,0.21550676226615906,0.26420116424560547
2025-01-22 00:00:00,SZ300697,-0.0012895464897155762,-0.6649395823478699,-0.843859851360321,-0.8675147294998169,0.17892026901245117,0.20257514715194702
2025-02-06 00:00:00,SH600444,0.011597871780395508,0.1405833512544632,0.35595273971557617,0.6515993475914001,0.21536938846111298,0.5110160112380981
2025-02-06 00:00:00,SZ300905,0.019011378288269043,0.06944569945335388,0.3237834572792053,0.7306429743766785,0.25433775782585144,0.661197304725647
2025-02-07 00:00:00,SH603421,-0.00417250394821167,-0.1198948323726654,-0.5667248964309692,-0.6471646428108215,0.44683006405830383,0.5272698402404785
2025-02-19 00:00:00,SH600048,0.0,0.019499734044075012,0.14652769267559052,0.18162158131599426,0.1270279586315155,0.16212184727191925
2025-02-19 00:00:00,SH600722,-0.0220339298248291,-0.12274777889251709,-0.4786876440048218,-0.590931236743927,0.3559398651123047,0.4681834578514099
2025-02-20 00:00:00,SZ002204,0.01825559139251709,0.09122005105018616,0.26806896924972534,0.6450603008270264,0.17684891819953918,0.5538402795791626
2025-03-10 00:00:00,SH600918,0.0015797615051269531,0.08921048045158386,0.2169167399406433,0.5061827301979065,0.12770625948905945,0.41697224974632263
2025-03-12 00:00:00,SZ301526,0.017699122428894043,0.08775246143341064,0.1968868374824524,0.29561376571655273,0.10913437604904175,0.2078613042831421
2025-03-21 00:00:00,SH688499,-0.0019047260284423828,0.04737535119056702,0.1718991994857788,0.3121933341026306,0.12452384829521179,0.2648179829120636
2025-03-25 00:00:00,SH600573,-0.003536701202392578,0.16632315516471863,0.5694641470909119,0.9270200133323669,0.40314099192619324,0.7606968879699707
2025-03-31 00:00:00,SZ002976,0.004703640937805176,0.00944993644952774,0.13692229986190796,0.15736845135688782,0.12747237086296082,0.14791852235794067
2025-04-08 00:00:00,BJ920895,-0.010355055332183838,-0.08547956496477127,-0.1932247281074524,-0.19686093926429749,0.10774516314268112,0.11138137429952621
2025-04-09 00:00:00,SH688327,0.017151474952697754,-0.0307016521692276,-0.09837064146995544,-0.12037098407745361,0.06766898930072784,0.08966933190822601
2025-04-10 00:00:00,SZ002370,0.046666741371154785,0.02313397079706192,-0.1382436752319336,-0.178828164935112,0.16137763857841492,0.20196214318275452
