datetime,reference_clean_excess_return_with_cost,reference_clean_rank_ic,partial_clean_excess_return_with_cost,partial_clean_rank_ic,partial_fgsm_excess_return_with_cost,partial_fgsm_rank_ic,partial_pgd_excess_return_with_cost,partial_pgd_rank_ic,partial_clean_minus_reference_clean_excess_return_with_cost,fgsm_minus_partial_clean_excess_return_with_cost,pgd_minus_partial_clean_excess_return_with_cost,partial_clean_minus_reference_clean_rank_ic,fgsm_minus_partial_clean_rank_ic,pgd_minus_partial_clean_rank_ic
2025-01-02,0.029101073741912842,0.253954246116941,0.029101073741912842,0.2543823013975738,0.029101073741912842,0.23674992030001266,0.029101073741912842,0.23812898469321583,0.0,0.0,0.0,0.00042805528063277754,-0.01763238109756113,-0.01625331670435795
2025-01-03,0.01136689330660075,-0.019760891714836942,0.011366893306600602,-0.02015443584524834,0.011366859566610604,-0.030341335773396802,0.011366856307424903,-0.03238691051905627,-1.474514954580286e-16,-3.373998999807448e-08,-3.699917569890965e-08,-0.0003935441304113961,-0.010186899928148464,-0.01223247467380793
2025-01-06,-0.0006933299610521035,-0.07821157570739534,-0.0006933299610519547,-0.07822829647820932,-0.004283110813707097,-0.08149239806758775,-0.0033672271261790962,-0.0805581381728374,1.487525380650112e-16,-0.0035897808526551426,-0.0026738971651271417,-1.6720770813979935e-05,-0.0032641015893784264,-0.0023298416946280764
2025-01-07,0.018179656342888668,0.0078011680625634195,0.018179656342888668,0.006959440908217552,0.017373993102186406,-0.005982932819526257,0.01449861004014083,-0.005142758318278974,0.0,-0.0008056632407022618,-0.0036810463027478375,-0.0008417271543458673,-0.01294237372774381,-0.012102199226496527
2025-01-08,0.0021393707866771477,0.3046261691523358,0.002139370786677002,0.3057853306520546,-0.0007649381466304901,0.28813887382207765,-0.00018608216656143311,0.2894687511681844,-1.457167719820518e-16,-0.002904308933307492,-0.0023254529532384352,0.001159161499718786,-0.017646456829976953,-0.01631657948387022
2025-01-09,0.010713088148878915,0.20659396679428232,0.010713088148879063,0.20691066395657437,0.007832301494987702,0.18979396224032813,0.008196058137471478,0.19140477680917078,1.474514954580286e-16,-0.002880786653891361,-0.002517030011407585,0.0003166971622920456,-0.01711670171624624,-0.015505887147403585
2025-01-10,-0.016484061098763873,-0.35284420773176983,-0.01648406109876402,-0.3538638020943342,-0.01834097752395005,-0.3628575035831019,-0.01791856991535698,-0.36251752007329174,-1.457167719820518e-16,-0.0018569164251860323,-0.001434508816592961,-0.00101959436256438,-0.008993701488767714,-0.008653717978957531
2025-01-13,0.0026868853601664045,0.15298615608357669,0.0026868853601665532,0.1530947113548741,0.007632008132206547,0.13689685652806233,0.007395338793904041,0.13755257915577768,1.487525380650112e-16,0.004945122772039994,0.004708453433737488,0.00010855527129741138,-0.01619785482681177,-0.01554213219909642
2025-01-14,0.019595407695571488,0.05983518364706541,0.019595407695571342,0.059763011029368804,0.0207952012934229,0.04851093601311413,0.016064687537270413,0.04901419833600096,-1.457167719820518e-16,0.0011997935978515575,-0.003530720158300929,-7.217261769660449e-05,-0.011252075016254671,-0.010748812693367846
2025-01-15,-0.0009149312397042232,0.22752794782540509,-0.0009149312397040818,0.22796558540899178,0.003560373516989621,0.21301609345235734,0.005280975886217807,0.21366234013900617,1.4137996329210978e-16,0.004475304756693703,0.006195907125921889,0.00043763758358669747,-0.014949491956634448,-0.01430324526998561
