datetime,spearman,seed,comparison
2025-10-20,0.9727231073842811,0,partial_fgsm_vs_partial_clean
2025-10-21,0.9662276012660184,0,partial_fgsm_vs_partial_clean
2025-10-22,0.9724988581923109,0,partial_fgsm_vs_partial_clean
2025-10-23,0.9784446104985643,0,partial_fgsm_vs_partial_clean
2025-10-24,0.9780005924645955,0,partial_fgsm_vs_partial_clean
2025-10-27,0.9736780947382145,0,partial_fgsm_vs_partial_clean
2025-10-28,0.9732351411826811,0,partial_fgsm_vs_partial_clean
2025-10-29,0.9805357240687369,0,partial_fgsm_vs_partial_clean
2025-10-30,0.9810228328602876,0,partial_fgsm_vs_partial_clean
2025-10-31,0.9745643238301056,0,partial_fgsm_vs_partial_clean
2025-01-02,0.9681984765282792,0,partial_pgd_vs_partial_clean
2025-01-03,0.9631851186885715,0,partial_pgd_vs_partial_clean
2025-01-06,0.9585431232374791,0,partial_pgd_vs_partial_clean
2025-01-07,0.9719680421460061,0,partial_pgd_vs_partial_clean
2025-01-08,0.9565276724364469,0,partial_pgd_vs_partial_clean
2025-01-09,0.9753214552775915,0,partial_pgd_vs_partial_clean
2025-01-10,0.9740779331394348,0,partial_pgd_vs_partial_clean
2025-01-13,0.9751389708662855,0,partial_pgd_vs_partial_clean
2025-01-14,0.9720214357561776,0,partial_pgd_vs_partial_clean
2025-01-15,0.9743641622068733,0,partial_pgd_vs_partial_clean
2025-01-16,0.9774969407839688,0,partial_pgd_vs_partial_clean
2025-01-17,0.9843781089421508,0,partial_pgd_vs_partial_clean
2025-01-20,0.9779373206903235,0,partial_pgd_vs_partial_clean
2025-01-21,0.9795838430639532,0,partial_pgd_vs_partial_clean
2025-01-22,0.9821515412527884,0,partial_pgd_vs_partial_clean
2025-01-23,0.9744828491418552,0,partial_pgd_vs_partial_clean
2025-01-24,0.9687369677800284,0,partial_pgd_vs_partial_clean
2025-01-27,0.9733174226264205,0,partial_pgd_vs_partial_clean
2025-02-05,0.9718668607002326,0,partial_pgd_vs_partial_clean
2025-02-06,0.9767844736756968,0,partial_pgd_vs_partial_clean
2025-02-07,0.9750156260954221,0,partial_pgd_vs_partial_clean
2025-02-10,0.9741690815682937,0,partial_pgd_vs_partial_clean
2025-02-11,0.9768371739928651,0,partial_pgd_vs_partial_clean
2025-02-12,0.9738448555722947,0,partial_pgd_vs_partial_clean
2025-02-13,0.971013635994706,0,partial_pgd_vs_partial_clean
2025-02-14,0.9590906263730558,0,partial_pgd_vs_partial_clean
2025-02-17,0.9740697561003283,0,partial_pgd_vs_partial_clean
2025-02-18,0.9698300878824713,0,partial_pgd_vs_partial_clean
2025-02-19,0.9702065103868585,0,partial_pgd_vs_partial_clean
2025-02-20,0.9731216463879468,0,partial_pgd_vs_partial_clean
2025-02-21,0.9742464494127175,0,partial_pgd_vs_partial_clean
2025-02-24,0.9751655315366949,0,partial_pgd_vs_partial_clean
2025-02-25,0.9762983365787793,0,partial_pgd_vs_partial_clean
2025-02-26,0.9704050361771636,0,partial_pgd_vs_partial_clean
2025-02-27,0.9754267761712737,0,partial_pgd_vs_partial_clean
2025-02-28,0.9800684115961374,0,partial_pgd_vs_partial_clean
2025-03-03,0.9764868529264991,0,partial_pgd_vs_partial_clean
2025-03-04,0.9736565466108623,0,partial_pgd_vs_partial_clean
2025-03-05,0.9706408425396644,0,partial_pgd_vs_partial_clean
2025-03-06,0.9765805487061007,0,partial_pgd_vs_partial_clean
2025-03-07,0.9780341504352086,0,partial_pgd_vs_partial_clean
2025-03-10,0.9732817183294113,0,partial_pgd_vs_partial_clean
2025-03-11,0.9751680513189676,0,partial_pgd_vs_partial_clean
2025-03-12,0.9738029751461931,0,partial_pgd_vs_partial_clean
2025-03-13,0.9773299623177957,0,partial_pgd_vs_partial_clean
2025-03-14,0.975023479999007,0,partial_pgd_vs_partial_clean
2025-03-17,0.9719811149559588,0,partial_pgd_vs_partial_clean
2025-03-18,0.9730380769017717,0,partial_pgd_vs_partial_clean
2025-03-19,0.9738964074236617,0,partial_pgd_vs_partial_clean
2025-03-20,0.9758261666419638,0,partial_pgd_vs_partial_clean
2025-03-21,0.9767710707557746,0,partial_pgd_vs_partial_clean
2025-03-24,0.9755104136155633,0,partial_pgd_vs_partial_clean
2025-03-25,0.9658517303035148,0,partial_pgd_vs_partial_clean
2025-03-26,0.9647451943110906,0,partial_pgd_vs_partial_clean
2025-03-27,0.9630439845197009,0,partial_pgd_vs_partial_clean
2025-03-28,0.974409949220535,0,partial_pgd_vs_partial_clean
2025-03-31,0.9683113741536343,0,partial_pgd_vs_partial_clean
2025-04-01,0.9680473947157623,0,partial_pgd_vs_partial_clean
2025-04-02,0.9211896529010886,0,partial_pgd_vs_partial_clean
2025-04-03,0.9604803047803495,0,partial_pgd_vs_partial_clean
2025-04-07,0.9375783335620332,0,partial_pgd_vs_partial_clean
2025-04-08,0.9743724133044086,0,partial_pgd_vs_partial_clean
2025-04-09,0.9711292563713484,0,partial_pgd_vs_partial_clean
2025-04-10,0.9779453331833176,0,partial_pgd_vs_partial_clean
2025-04-11,0.9680123501224551,0,partial_pgd_vs_partial_clean
2025-04-14,0.9491464843482768,0,partial_pgd_vs_partial_clean
2025-04-15,0.9450709140318762,0,partial_pgd_vs_partial_clean
2025-04-16,0.9546388540121277,0,partial_pgd_vs_partial_clean
2025-04-17,0.9731838593204752,0,partial_pgd_vs_partial_clean
2025-04-18,0.9728184967233314,0,partial_pgd_vs_partial_clean
2025-04-21,0.9683735438609177,0,partial_pgd_vs_partial_clean
2025-04-22,0.9671592827791012,0,partial_pgd_vs_partial_clean
2025-04-23,0.972177999652598,0,partial_pgd_vs_partial_clean
2025-04-24,0.9616280891287416,0,partial_pgd_vs_partial_clean
2025-04-25,0.972706809365732,0,partial_pgd_vs_partial_clean
2025-04-28,0.971211869023253,0,partial_pgd_vs_partial_clean
2025-04-29,0.970175461780327,0,partial_pgd_vs_partial_clean
2025-04-30,0.959230839408359,0,partial_pgd_vs_partial_clean
